"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 02 08:39:21 GMT 2024","Sun Jun 02 08:39:21 GMT 2024","16","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectManualEmptyName","authorizedUserCreateNewProjectManualEmptyName",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_null","buildConfig_create_positive_id_null",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_copySettings_null","project_create_positive_copySettings_null",""
"failed","Sun Jun 02 08:39:22 GMT 2024","Sun Jun 02 08:39:22 GMT 2024","13","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectByManually","authorizedUserShouldBeAbleCreateNewProjectByManually",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_1symbol","buildConfig_create_positive_id_1symbol",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_empty","buildConfig_create_negative_id_empty",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_name_255symbols","buildConfig_create_positive_name_255symbols",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_null","project_create_positive_id_null",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdmin_ShouldHaveRightsToCreateBuildConfigToHisProject","projectAdmin_ShouldHaveRightsToCreateBuildConfigToHisProject",""
"failed","Sun Jun 02 08:39:22 GMT 2024","Sun Jun 02 08:39:22 GMT 2024","17","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectByUrl","authorizedUserShouldBeAbleCreateNewProjectByUrl",""
"failed","Sun Jun 02 08:39:22 GMT 2024","Sun Jun 02 08:39:22 GMT 2024","13","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectUrlPrivateReposWithoutCred","authorizedUserCreateNewProjectUrlPrivateReposWithoutCred",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_name_null","project_create_negative_name_null",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_225symbols","buildConfig_create_positive_id_225symbols",""
"failed","Sun Jun 02 08:39:21 GMT 2024","Sun Jun 02 08:39:21 GMT 2024","23","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByEmptyUrl","authorizedUserShouldBeAbleCreateNewBuildConfigByEmptyUrl",""
"broken","Sun Jun 02 08:39:07 GMT 2024","Sun Jun 02 08:39:08 GMT 2024","1138","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"failed","Sun Jun 02 08:39:21 GMT 2024","Sun Jun 02 08:39:21 GMT 2024","27","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserCreateNewBuildConfigByManualemptyName","authorizedUserCreateNewBuildConfigByManualemptyName",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_duplicate","buildConfig_create_negative_id_duplicate",""
"failed","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:21 GMT 2024","498","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserCreateNewBuildConfigByManualEmptyID","authorizedUserCreateNewBuildConfigByManualEmptyID",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUser_ShouldNotHaveRightToCreateProject","unauthorizedUser_ShouldNotHaveRightToCreateProject",""
"failed","Sun Jun 02 08:39:21 GMT 2024","Sun Jun 02 08:39:21 GMT 2024","16","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_empty","buildConfig_create_negative_name_empty",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_underscores","buildConfig_create_negative_id_underscores",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_startsUnderscore","project_create_negative_id_startsUnderscore",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_name_1symbol","buildConfig_create_positive_name_1symbol",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_containsSpecialCharacters","buildConfig_create_negative_id_containsSpecialCharacters",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdmin_ShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdmin_ShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_copySettings_false","project_create_positive_copySettings_false",""
"broken","Sun Jun 02 08:38:33 GMT 2024","Sun Jun 02 08:38:34 GMT 2024","1128","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","StartUpPage","StartUpPage",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_duplicate","buildConfig_create_negative_name_duplicate",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_null","buildConfig_create_negative_name_null",""
"failed","Sun Jun 02 08:39:19 GMT 2024","Sun Jun 02 08:39:19 GMT 2024","4","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","setup","setup",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_underscores","project_create_positive_id_underscores",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_containsSpecialCharacters","project_create_negative_id_containsSpecialCharacters",""
"skipped","Sun Jun 02 08:39:20 GMT 2024","Sun Jun 02 08:39:20 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_unauthorized","buildConfig_create_negative_unauthorized",""
"failed","Sun Jun 02 08:39:22 GMT 2024","Sun Jun 02 08:39:22 GMT 2024","11","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectUrlUncorrectUrlRepos","authorizedUserCreateNewProjectUrlUncorrectUrlRepos",""
