"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_name_255symbols","buildConfig_create_positive_name_255symbols",""
"failed","Sun May 26 14:21:14 GMT 2024","Sun May 26 14:21:15 GMT 2024","18","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectByUrl","authorizedUserShouldBeAbleCreateNewProjectByUrl",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_underscores","project_create_positive_id_underscores",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdmin_ShouldHaveRightsToCreateBuildConfigToHisProject","projectAdmin_ShouldHaveRightsToCreateBuildConfigToHisProject",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_unauthorized","buildConfig_create_negative_unauthorized",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_duplicate","buildConfig_create_negative_name_duplicate",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_project_notExist","buildConfig_create_negative_project_notExist",""
"failed","Sun May 26 14:21:14 GMT 2024","Sun May 26 14:21:14 GMT 2024","13","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectManuallyEmptyID","authorizedUserCreateNewProjectManuallyEmptyID",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_parentProject_null","project_create_positive_parentProject_null",""
"failed","Sun May 26 14:21:13 GMT 2024","Sun May 26 14:21:13 GMT 2024","23","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByEmptyUrl","authorizedUserShouldBeAbleCreateNewBuildConfigByEmptyUrl",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_null","buildConfig_create_negative_name_null",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_null","buildConfig_create_positive_id_null",""
"failed","Sun May 26 14:21:14 GMT 2024","Sun May 26 14:21:14 GMT 2024","16","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl2","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl2",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_225symbols","project_create_positive_id_225symbols",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_containsSpecialCharacters","buildConfig_create_negative_id_containsSpecialCharacters",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_name_255symbols","project_create_positive_name_255symbols",""
"failed","Sun May 26 14:21:14 GMT 2024","Sun May 26 14:21:14 GMT 2024","17","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectUrlUncorrectUrlRepos","authorizedUserCreateNewProjectUrlUncorrectUrlRepos",""
"broken","Sun May 26 14:20:27 GMT 2024","Sun May 26 14:20:28 GMT 2024","1044","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","StartUpPage","StartUpPage",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_1symbol","buildConfig_create_positive_id_1symbol",""
"skipped","Sun May 26 14:21:12 GMT 2024","Sun May 26 14:21:12 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_name_null","project_create_negative_name_null",""
