"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_duplicate","buildConfig_create_negative_id_duplicate",""
"broken","Sun Jun 02 10:25:29 GMT 2024","Sun Jun 02 10:25:30 GMT 2024","993","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","StartUpPage","StartUpPage",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_empty","buildConfig_create_negative_name_empty",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_empty","buildConfig_create_negative_id_empty",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_underscores","project_create_positive_id_underscores",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_validData","project_create_positive_validData",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_226symbol","project_create_negative_id_226symbol",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_IDstartsByUnderscore","buildConfig_create_negative_IDstartsByUnderscore",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdmin_ShouldHaveRightsToCreateBuildConfigToHisProject","projectAdmin_ShouldHaveRightsToCreateBuildConfigToHisProject",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_parentProject_null","project_create_positive_parentProject_null",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_name_1symbol","project_create_positive_name_1symbol",""
"failed","Sun Jun 02 10:26:18 GMT 2024","Sun Jun 02 10:26:18 GMT 2024","22","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectByManually","authorizedUserShouldBeAbleCreateNewProjectByManually",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_containsSpecialCharacters","buildConfig_create_negative_id_containsSpecialCharacters",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_name_255symbols","buildConfig_create_positive_name_255symbols",""
"failed","Sun Jun 02 10:26:17 GMT 2024","Sun Jun 02 10:26:17 GMT 2024","26","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByPrivateUrl","authorizedUserShouldBeAbleCreateNewBuildConfigByPrivateUrl",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdmin_ShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdmin_ShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_name_null","buildConfig_create_negative_name_null",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_underscores","buildConfig_create_negative_id_underscores",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_id_226symbols","buildConfig_create_id_226symbols",""
"failed","Sun Jun 02 10:26:18 GMT 2024","Sun Jun 02 10:26:18 GMT 2024","24","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectByUrl","authorizedUserShouldBeAbleCreateNewProjectByUrl",""
"broken","Sun Jun 02 10:26:02 GMT 2024","Sun Jun 02 10:26:03 GMT 2024","1270","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_copySettings_null","project_create_positive_copySettings_null",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_copySettings_false","project_create_positive_copySettings_false",""
"failed","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","4","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","setup","setup",""
"failed","Sun Jun 02 10:26:18 GMT 2024","Sun Jun 02 10:26:18 GMT 2024","18","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectUrlUncorrectUrlRepos","authorizedUserCreateNewProjectUrlUncorrectUrlRepos",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_unauthorized","buildConfig_create_negative_unauthorized",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_startsByNumeric","buildConfig_create_negative_id_startsByNumeric",""
"failed","Sun Jun 02 10:26:17 GMT 2024","Sun Jun 02 10:26:17 GMT 2024","21","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectManualEmptyName","authorizedUserCreateNewProjectManualEmptyName",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_startsUnderscore","project_create_negative_id_startsUnderscore",""
"skipped","Sun Jun 02 10:26:15 GMT 2024","Sun Jun 02 10:26:15 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_name_duplicate","project_create_negative_name_duplicate",""
