"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_225symbols","project_create_positive_id_225symbols",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_1symbols","project_create_positive_id_1symbols",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_226symbol","project_create_negative_id_226symbol",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_name_255symbols","project_create_positive_name_255symbols",""
"broken","Tue May 28 16:46:21 GMT 2024","Tue May 28 16:46:22 GMT 2024","1042","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","StartUpPage","StartUpPage",""
"failed","Tue May 28 16:47:10 GMT 2024","Tue May 28 16:47:10 GMT 2024","19","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectUrlUncorrectUrlRepos","authorizedUserCreateNewProjectUrlUncorrectUrlRepos",""
"failed","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","4","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","setup","setup",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_project_notExist","buildConfig_create_negative_project_notExist",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_name_1symbol","project_create_positive_name_1symbol",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_empty","project_create_negative_id_empty",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_containsSpecialCharacters","buildConfig_create_negative_id_containsSpecialCharacters",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_name_1symbol","buildConfig_create_positive_name_1symbol",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdmin_ShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdmin_ShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_validData","project_create_positive_validData",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_null","project_create_positive_id_null",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdmin_ShouldHaveRightsToCreateProject","systemAdmin_ShouldHaveRightsToCreateProject",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_startsByNumeric","project_create_negative_id_startsByNumeric",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_startsByNumeric","buildConfig_create_negative_id_startsByNumeric",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_name_duplicate","project_create_negative_name_duplicate",""
"failed","Tue May 28 16:47:09 GMT 2024","Tue May 28 16:47:09 GMT 2024","45","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl2","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl2",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_underscores","project_create_positive_id_underscores",""
"failed","Tue May 28 16:47:09 GMT 2024","Tue May 28 16:47:09 GMT 2024","14","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectManuallyEmptyID","authorizedUserCreateNewProjectManuallyEmptyID",""
"skipped","Tue May 28 16:47:07 GMT 2024","Tue May 28 16:47:07 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_null","buildConfig_create_positive_id_null",""
"failed","Tue May 28 16:47:09 GMT 2024","Tue May 28 16:47:09 GMT 2024","20","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByManual","authorizedUserShouldBeAbleCreateNewBuildConfigByManual",""
