"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_IDstartsByUnderscore","buildConfig_create_negative_IDstartsByUnderscore",""
"failed","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:48 GMT 2024","568","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserCreateNewBuildConfigByManualEmptyID","authorizedUserCreateNewBuildConfigByManualEmptyID",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_empty","project_create_negative_id_empty",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_validData","buildConfig_create_validData",""
"failed","Sun Jun 02 09:40:49 GMT 2024","Sun Jun 02 09:40:49 GMT 2024","22","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_startsByNumeric","buildConfig_create_negative_id_startsByNumeric",""
"failed","Sun Jun 02 09:40:49 GMT 2024","Sun Jun 02 09:40:49 GMT 2024","29","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByPrivateUrl","authorizedUserShouldBeAbleCreateNewBuildConfigByPrivateUrl",""
"failed","Sun Jun 02 09:40:49 GMT 2024","Sun Jun 02 09:40:49 GMT 2024","20","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl2","authorizedUserShouldBeAbleCreateNewBuildConfigByUrl2",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_containsSpecialCharacters","buildConfig_create_negative_id_containsSpecialCharacters",""
"broken","Sun Jun 02 09:40:34 GMT 2024","Sun Jun 02 09:40:35 GMT 2024","987","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"failed","Sun Jun 02 09:40:49 GMT 2024","Sun Jun 02 09:40:49 GMT 2024","22","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserCreateNewProjectManualEmptyName","authorizedUserCreateNewProjectManualEmptyName",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_negative_id_duplicate","project_create_negative_id_duplicate",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_duplicate","buildConfig_create_negative_id_duplicate",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_id_226symbols","buildConfig_create_id_226symbols",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_negative_id_empty","buildConfig_create_negative_id_empty",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfig_create_positive_id_225symbols","buildConfig_create_positive_id_225symbols",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_id_null","project_create_positive_id_null",""
"skipped","Sun Jun 02 09:40:47 GMT 2024","Sun Jun 02 09:40:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.ProjectCreationTest","com.example.teamcity.api.ProjectCreationTest","project_create_positive_copySettings_false","project_create_positive_copySettings_false",""
"failed","Sun Jun 02 09:40:48 GMT 2024","Sun Jun 02 09:40:48 GMT 2024","32","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","authorizedUserShouldBeAbleCreateNewBuildConfigByManual","authorizedUserShouldBeAbleCreateNewBuildConfigByManual",""
